Travel Insurance,Policy Holder,366
Single life low start low cost endowment,Life Assured,366
Term Assurance,Solicitor,359
Single life endowment policy with profits,Solicitor,359
Single premium pension transfer plan policy,Payer,358
Single premium pension transfer plan policy,Life Assured,357
Personal pension transfer in,Beneficiary,352
LAP-MSS,Beneficiary,350
Select Individual Pension - Regular Premium,Life Assured,349
Trustee Investment Plan single premium,Policy Holder,349
Trustee Investment Plan single premium,Life Assured,349
Low Cost WOL,Policy Holder,346
Select Individual Pension - Regular Premium,Policy Holder,344
Low Cost WOL,Life Assured,344
Personal Pension Plan v8 (Direct First),Policy Holder,339
Personal Pension Plan v8 (Direct First),Life Assured,339
Wesleyan UK Balanced ISA Portfolio,Power of Attorney,338
Guaranteed income bond 100%,Power of Attorney,338
Risk premium,Life Assured,337
Lifetime Account with Waiver,Policy Holder,336
Lifetime Account with Waiver,Life Assured,336
Guaranteed Income Bond (100%),Authorised Representative,332
Retirement account ( protected rights),Associated With,330
Joint life endowment policy with profits,Assignee,328
Personal pension v5 single premium,Policy Holder,327
Personal pension v5 single premium,Life Assured,327
Single life midas bond policy,Solicitor,326
Professional Expenses V2,Policy Holder,325
Professional Expenses V2,Servicing Agent,325
Professional Expenses V2,Sales Income Agent,325
Professional Expenses V2,Life Assured,325
Professional Expenses V2,Payer,325
Professional Expenses V2,Original Selling Agent,325
Capital Investment Bond v4,Trustee - Wesleyan (Flexible),321
Single life endowment policy with profits,Absolute Assignee,318
Term Assurance,Absolute Assignee,318
Fixed Term Savings Plan (regular premiums only),Beneficiary,316
Midas Bond,Beneficiary,315
Joint life midas bond policy,Trustee,314
Single life midas bond policy,Beneficiary,314
Joint life endowment policy with profits,Absolute Assignee,313
Endowment With Profit,Assignee,313
Retirement account ( add. Contributions) with indexation option included,Associated With,311
Single premium joint life endowment policy with profits,Trustee,311
Stakeholder pension transfer in,Life Assured,309
Stakeholder pension transfer in,Policy Holder,309
Risk premium,Policy Holder,308
Term Assurance,Claimant,307
Single life endowment policy with profits,Claimant,307
Guaranteed income bond 90%,Trustee,304
MSS Stakeholder PP,Beneficiary,301
PHI Growth Benefit,Life Assured,298
Guaranteed income bond 90%,Associated With,298
Section 32 Transfer Plan,Policy Holder,298
PHI Growth Benefit,Policy Holder,298
"Single premium, single life whole life policy with profits or a paid-up policy",Life Assured,295
Standalone CIC,Life Assured,295
Section 32 Transfer Plan,Life Assured,293
"Single premium, single life whole life policy with profits or a paid-up policy",Payer,292
Standalone CIC,Payer,292
"Single premium family income benefits(20), without profits or paid-up policy(22)",Policy Holder,290
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Policy Holder,290
Standalone CIC,Policy Holder,289
"Single premium, single life whole life policy with profits or a paid-up policy",Policy Holder,289
"Single premium family income benefits(20), without profits or paid-up policy(22)",Payer,288
"Single premium family income benefits(20), without profits or paid-up policy(22)",Life Assured,288
Guaranteed income bond 90%,IFA,285
Single life midas bond policy,Associated With,285
Single premium joint life endowment policy with profits,Associated With,284
Guaranteed income bond 90%,Beneficiary,283
Flexible Savings Plan v8 (Adviser),Beneficiary,280
Personal pension v5 regular premium,Beneficiary,277
Single premium joint life endowment policy with profits,IFA,276
" Wesleyan GPP",Beneficiary,274
Wesleyan UK Balanced ISA Portfolio,Associated With,271
LAP-MSS,Trustee,271
Guaranteed income bond 100%,Associated With,271
Flexible Savings Plan Single Premium,Life Assured,266
Flexible Savings Plan Single Premium,Policy Holder,264
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,IFA,262
Endowment With Profit,Trustee,261
Joint life lifetime account policy with indexation option,Associated With,254
Low Cost Endowment Assurance,Life Assured,248
Flexible Savings Plan regular index linked premiums,Trustee,246
Single premium joint life endowment policy with profits,Beneficiary,245
Single life midas bond policy,Claimant,243
Endowment Without Profit,Absolute Assignee,240
Retirement Account - APPS (Transfer In),Authorised Representative,238
Guaranteed Income Bond (90%),Trustee,233
Lifetime Account - Life Cover,Authorised Representative,232
Wesleyan UK Balanced ISA Portfolio,IFA,232
Guaranteed income bond 100%,IFA,232
Capital Investment Bond v5,Trustee - Wesleyan (Flexible),231
Young Dentists Protection Plan (with option),Life Assured,230
"Single life, low cost endowment",IFA,230
CI Stand alone Level,Life Assured,230
Young Dentists Protection Plan (with option),Policy Holder,230
Low Cost Endowment Assurance,Policy Holder,229
"Single life, low cost endowment",Absolute Assignee,229
CI Stand alone Level,Policy Holder,228
Joint life midas bond policy,Beneficiary,226
Guaranteed Growth Bond,Nominee,221
Pension level term assurance policy,Beneficiary,218
Single life midas bond policy,IFA,217
Family income benefits without profits,Payer,215
Family income benefits without profits,Policy Holder,213
Family income benefits without profits,Life Assured,212
Medical FSAVC,Policy Holder,208
Staffcare Plan,Life Assured,208
Medical FSAVC,Life Assured,208
Endowment Without Profit,Assignee,207
Guaranteed Growth Bond,Absolute Assignee,206
Decreasing Mortgage,Policy Holder,204
Decreasing Mortgage,Life Assured,204
Term Assurance,Trustee,203
Mortgage Protection - Non Profit,Assignee,202
Retirement Account - FSAVC,Beneficiary,202
Single life endowment policy with profits,Trustee,202
CI Mortgage Protection,Life Assured,201
Joint life mortgage protection without profits,Assignee,200
Capital Invest. Bond,Absolute Assignee,198
"Joint life, whole life policy without profits",Policy Holder,197
"Joint life, whole life policy without profits",Payer,196
Endowment With Profit with FIB Option,Life Assured,195
CI Mortgage Protection,Policy Holder,194
Retirement Account - FSAVC,Authorised Representative,193
Capital Fund Plan,Policy Holder,192
Joint life endowment policy with profits,Solicitor,191
Waiver of Premium Pension Retirement Account,Authorised Representative,191
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Annuitant,190
Joint life low start low cost endowment,Associated With,188
Lifetime Account - Investment,Absolute Assignee,185
Capital Fund Plan,Life Assured,185
"Single premium, single life endowment with profits or paid-up policy",Absolute Assignee,184
MSS Stakeholder PP,Payer,184
Immediate Annuity,Policy Holder,183
NP Self Employed Pensions,Authorised Representative,179
Motor Fleet,Policy Holder,177
Retirement Account - APPS,Beneficiary,176
Joint life endowment policy with profits with income benefits,Life Assured,174
"Single premium, single life endowment with profits or paid-up policy",Power of Attorney,173
Immediate Annuity,Life Assured,172
"Joint life, whole life policy with profits",Life Assured,171
Single life lifetime account policy with indexation option,IFA,170
Retirement account ( protected rights),Beneficiary,170
Midas Bond,Nominee,170
Single life endowment policy without profits,Associated With,169
Guaranteed Income Bond (90%),Beneficiary,169
Aff Personal Pension,Policy Holder,169
Free Standing AVC single premium,Policy Holder,169
Aff Personal Pension,Life Assured,169
Free Standing AVC single premium,Life Assured,169
Trustee Investment Plan v5 single premium,Life Assured,168
FSAVC Inc. Term,Policy Holder,168
Trustee Investment Plan v5 single premium,Policy Holder,168
Single life lifetime account policy with indexation option,Associated With,168
Wesleyan Global Growth ISA Portfolio,Annuitant,168
FSAVC Inc. Term,Life Assured,168
MSS Capital Investment Bond,Life Assured,167
Staff Group AVC,Life Assured,167
Fixed Term Savings Plan (regular premiums only),Trustee,165
Personal Pension Plan (Direct Subsequent),Life Assured,163
Term Assurance,Beneficiary,163
Single life endowment policy with profits,Beneficiary,163
Personal Pension Plan (Direct Subsequent),Policy Holder,163
Lifetime Account Plus - Investment,Absolute Assignee,161
Personal pension v5 single premium,Beneficiary,157
Guaranteed Income Bond (100%),Nominee,156
Joint life endowment policy with profits,IFA,156
Single life endowment policy with profits with income benefits,Payer,156
"Single life, whole life policy without profits",Claimant,155
Single life endowment policy with profits with income benefits,Policy Holder,154
Joint life lifetime account policy without indexation option,Associated With,154
Single premium joint life endowment policy with profits,Absolute Assignee,153
Single life endowment policy without profits,Absolute Assignee,153
Single life endowment policy with profits with income benefits,Life Assured,153
Retirement account (FSAVC) without indexation option,Beneficiary,152
Unit Trust/OEIC Regular,Life Assured,152
Stakeholder pension transfer in,Beneficiary,151
"Single life, whole life policy with profits",Claimant,151
Level term assurance policy,Trustee,151
Capital Investment Bond v8,Beneficiary,150
NHS Income Protector (new product proposed 9/97),Life Assured,150
NHS Income Protector (new product proposed 9/97),Policy Holder,150
Fixed Term Savings Plan (regular premiums only),Trustee - Wesleyan (Flexible),149
Guaranteed income bond 100%,Absolute Assignee,149
Wesleyan UK Balanced ISA Portfolio,Absolute Assignee,149
AVC single premium,Policy Holder,148
AVC single premium,Life Assured,148
Other,Trustee,148
MSS Fixed Term Savings Plan,Trustee,147
With profit regular premium AVC without lump sum available,Annuitant,145
Staff Group AVC,Policy Holder,144
Group pension plan regular premium,Policy Holder,144
Group pension plan regular premium,Life Assured,144
Endowment With Profit,Beneficiary,143
Chauffer plan,Policy Holder,143
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Associated With,143
Retirement account ( protected rights),Claimant,142
Single premium joint life endowment policy without profits,Associated With,142
SEP Temporary Assurance,Beneficiary,142
Lifetime Plus,Absolute Assignee,142
Medical WP Bond,Life Assured,141
Guaranteed Income Bond (100%),Absolute Assignee,141
Endowment With Profit with FIB Option,Policy Holder,141
Medical WP Bond,Policy Holder,141
Guaranteed Income Bond (100%),Power of Attorney,141
WP Self Employed Pensions,Authorised Representative,139
Single life endowment policy without profits,Assignee,137
PPP Transfer,Policy Holder,137
Endowment Without Profit,Authorised Representative,135
MSS Flexible Savings Plan,Trustee,135
Single premium joint life endowment policy with profits,Solicitor,135
LAP - Wesleyan,Beneficiary,134
Lifetime Account Plus - Life Cover,Absolute Assignee,134
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,IFA,133
MSS Capital Investment Bond,Policy Holder,133
Capital Investment Bond V3,Trustee - Wesleyan (Flexible),133
LAP - Wesleyan,Trustee,132
Lifetime Account - Life Cover,Absolute Assignee,132
Without profit regular premium self employed pension with benefits expressed in terms of pension,Policy Holder,132
Career Protector(NQ Phase 1) (Medical) Student,Policy Holder,131
Self Employed Pension (NP),Life Assured,131
Career Protector(NQ Phase 1) (Medical) Student,Life Assured,131
Joint life lifetime account policy with indexation option,IFA,130
Joint life low start low cost endowment,Absolute Assignee,129
Mortgage Protection - Non Profit,Authorised Representative,129
Self Employed Pension (NP),Policy Holder,129
Group FSAVC regular premium (Thomson),Policy Holder,129
Group FSAVC regular premium (Thomson),Life Assured,129
Single premium joint life endowment policy without profits,Assignee,129
Single life lifetime account policy without indexation option,Associated With,129
Thomson Travel GAVC,Life Assured,128
Thomson Travel GAVC,Policy Holder,128
Personal Pension Plan (Adviser),Policy Holder,128
Without profit single premium self employed pension with benefits expressed in terms of pension,Payer,128
Retirement account ( add. Contributions) without indexation option,Employer,128
Endowment Equity,Life Assured,128
Personal Pension Plan (Adviser),Life Assured,128
Without profit single premium self employed pension with benefits expressed in terms of pension,Life Assured,128
Endowment Equity,Policy Holder,127
Lifetime Plus,Claimant,126
Low Start Low Cost Endowment With Profits,Absolute Assignee,125
Level Term Assurance NP,Trustee,124
Retirement account (FSAVC) without indexation option,Trustee,123
WFS S/holder Group,Policy Holder,122
WFS S/holder Group,Life Assured,122
Retirement account (FSAVC) without indexation option,IFA,121
Single life mortgage protection policy without profits,Assignee,116
Convertible Term Assurance,Life Assured,115
Convertible Term Assurance,Policy Holder,115
ACE - PHI & Endowment & FIB,Policy Holder,115
PPP Transfer,Life Assured,115
ACE - PHI & Endowment & FIB,Life Assured,115
Joint life mortgage protection without profits,Solicitor,114
Low Start Low Cost Endowment With Profits,Assignee,114
With profit regular premium self employed pension with benefits expressed in terms of pension,Annuitant,113
Single premium joint life endowment policy with profits,Claimant,113
Guaranteed income bond 90%,Power of Attorney,111
Retirement account ( protected rights),Solicitor,111
Capital Invest. Bond,Trustee - Wesleyan (Flexible),111
Miscellaneous,Policy Holder,110
Wesleyan Flexible Savings Plan,Trustee,110
Joint life lifetime account policy with indexation option,Absolute Assignee,110
Group FSAVC transfer in (Thomson),Policy Holder,109
Capital Investment Bond V3,Beneficiary,109
Group FSAVC transfer in (Thomson),Life Assured,109
Joint life mortgage protection without profits,Associated With,108
AVC transfer in,Policy Holder,108
Group Locum,Policy Holder,108
AVC transfer in,Life Assured,108
Trustee Investment Plan single premium,Beneficiary,106
Group Locum,Life Assured,105
Joint life midas bond policy,IFA,104
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Life Assured,104
Portfolio - UK Balanced - Unit Trust,Policy Holder,104
Joint life low start low cost endowment,Assignee,104
Flexible Savings Plan v8 (Adviser),Trustee - Wesleyan (Discretionary),102
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Payer,101
Guaranteed Inc. Bond,Policy Holder,100
Inc. Con. Term,Life Assured,100
Single life lifetime account policy without indexation option,IFA,100
Inc. Con. Term,Policy Holder,100
Lifetime Account - Investment,Trustee,99
Guaranteed Inc. Bond,Life Assured,99
Joint life endowment policy with profits,Trustee,98
CI Term Assurance,Life Assured,97
Trustee Investment Plan regular premium,Life Assured,97
Level term assurance policy,Beneficiary,97
Trustee Investment Plan regular premium,Policy Holder,97
Group FSAVC single premium (Britannia),Life Assured,96
Single premium joint life endowment policy without profits,Absolute Assignee,96
MSS Fixed Term Savings Plan,Beneficiary,96
Group FSAVC single premium (Britannia),Policy Holder,96
Joint life endowment policy with profits with income benefits,Payer,94
Retirement account ( add. Contributions) without indexation option,Claimant,94
Guaranteed Income Bond (90%),Nominee,94
Personal Pension Plan v8 (Execution Only),Policy Holder,93
Personal Pension Plan v8 (Execution Only),Life Assured,93
CI Term Assurance,Policy Holder,93
Joint life low start low cost endowment,Solicitor,93
Single life midas bond policy,Power of Attorney,92
"Joint life, whole life policy with profits",Policy Holder,92
Britannia GAVC,Life Assured,92
Britannia GAVC,Policy Holder,92
Single premium joint life endowment policy without profits,Solicitor,91
Low Start Low Cost Endowment With Profits,Authorised Representative,91
Joint life endowment policy with profits with income benefits,Policy Holder,91
"Single premium, single life endowment with profits or paid-up policy",Assignee,90
"Joint life, single premium whole life policy without profits",Life Assured,90
Capital Investment Bond v5,Beneficiary,90
Select Investment Bond,Absolute Assignee,90
Commercial Mortgage Protection,Life Assured,89
Midas Bond,Absolute Assignee,88
Retirement account (FSAVC) without indexation option,Associated With,88
Wesleyan Flexible Savings Plan,Beneficiary,87
"Joint life, whole life policy with profits",Payer,86
Commercial Mortgage Protection,Policy Holder,85
Retirement account ( add. Contributions) without indexation option,Solicitor,85
Capital Investment Bond v8,Trustee - Wesleyan (Loan),84
Retirement Account - APPS (Transfer In),Beneficiary,84
Retirement account ( add. Contributions) with indexation option included,Claimant,83
LAP - Wesleyan,Payer,83
Renewable Term Assurance - Life + CIC,Policy Holder,83
Level term assurance policy,Associated With,82
"Single life, whole life policy with profits",Associated With,82
Single premium joint life mortgage protection without profits,Life Assured,82
Aff Personal Pension,Beneficiary,81
WFS S/holder Group,Beneficiary,80
Guaranteed income bond 90%,Absolute Assignee,78
Unit Trust/OEIC Regular,Policy Holder,77
Unit Trust/OEIC Regular,Payer,77
Group pension plan regular premium,Beneficiary,77
Cash Account,Life Assured,77
"Joint life, low cost endowment",Claimant,76
Wesleyan Flexible Savings Plan,Payer,76
WP Pensions (Paid Up),Authorised Representative,75
Medical FSAVC,Beneficiary,74
PHI and Whole Life,Life Assured,73
PHI and Whole Life,Policy Holder,73
Whole Life Limited Premiums,Policy Holder,72
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Associated With,72
Flexible Savings Plan v5 regular index linked premiums,Beneficiary,72
Select Individual Pension - Single Premium,Policy Holder,71
Whole Life Limited Premiums,Life Assured,71
Select Individual Pension - Single Premium,Life Assured,70
Medical Select Bond,Trustee,70
With profit regular premium AVC without lump sum available,Policy Holder,70
Lifetime Account Plus - CIC,Trustee,70
Stakeholder Pension Regular,Trustee,70
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Claimant,70
Joint life lifetime account policy without indexation option,Absolute Assignee,69
Low Cost Endowment With Waiver*,Policy Holder,69
Low Cost Endowment With Waiver*,Life Assured,69
WP Pensions,Authorised Representative,67
Fixed Term Savings Plan v5,Policy Holder,67
AVC regular premium,Life Assured,67
Fixed Term Savings Plan v5,Life Assured,67
"Single life, whole life policy with profits",Solicitor,67
Retirement account ( add. Contributions) with indexation option included,Solicitor,67
AVC regular premium,Policy Holder,67
Cofunds ISA,Policy Holder,66
Joint life lifetime account policy without indexation option,IFA,66
Single life mortgage protection policy without profits,Solicitor,66
Lifetime Account - Life Cover,Trustee,66
Level Term Assurance NP,Beneficiary,66
Joint life midas bond policy,Associated With,66
Cofunds ISA,Life Assured,66
FPB with Min S.A.,Life Assured,65
With profit regular premium AVC with lump sum available,Annuitant,65
Level term assurance policy,Assignee,65
Cofunds Unit Trust,Policy Holder,65
Cofunds Unit Trust,Life Assured,65
FPB with Min S.A.,Policy Holder,65
Joint life endowment policy with profits,Beneficiary,64
Pension level term assurance policy,Associated With,64
Level term assurance policy,Claimant,63
Single life endowment policy without profits,Solicitor,63
Select Investment Bond,Assignee,62
Renewable Term Assurance - Life + CIC,Life Assured,62
Pension level term assurance policy,IFA,59
"Single life, whole life policy without profits",Associated With,59
House Officers Plan (no option),Life Assured,58
Lifetime Account - Investment,Assignee,58
Guaranteed Income Bond (90%),Absolute Assignee,58
House Officers Plan (no option),Policy Holder,58
Lifetime Account Plus - Investment,Assignee,57
Lifetime Plus,Assignee,57
Retirement Bonus Account,Policy Holder,56
Aff Stakeholder PP,Policy Holder,56
Lifetime Account Plus - Combined,Trustee,56
Aff Stakeholder PP,Life Assured,56
Retirement Bonus Account,Life Assured,56
Endowment With Profit,Nominee,56
Single life lifetime account policy without indexation option,Claimant,55
MSS Flexible Savings Plan,Beneficiary,55
"Joint life, single premium whole life policy without profits",Policy Holder,55
Flexible Savings Plan regular index linked premiums,Absolute Assignee,55
LAP-MSS,Payer,54
"PHI, Endowment and Family Income",Policy Holder,54
"PHI, Endowment and Family Income",Life Assured,54
Joint life lifetime account policy with indexation option,Solicitor,53
Single life lifetime account policy with indexation option,Claimant,53
AVC regular premium,Beneficiary,52
Medical Sickness GPP,Life Assured,52
LTC Index-Linked - Regular Premium - Initial,Life Assured,52
LTC Index-Linked - Regular Premium - Initial,Policy Holder,52
Single life lifetime account policy with indexation option,Solicitor,52
Medical Sickness GPP,Policy Holder,52
" Wesleyan GPP",Payer,52
Single premium pensionbuilder for self employed or employees not in an occupational pension scheme,IFA,52
Waiver of Premium Lifetime Account,Authorised Representative,52
"Single life, low cost endowment",Claimant,51
With profit regular premium AVC with lump sum available,Policy Holder,51
"Single life, whole life policy without profits",Solicitor,51
Capital Investment Bond v5,Trustee - Wesleyan (Discounted Gift),51
Capital Investment Bond v8,Trustee - Wesleyan (Discretionary),51
With profit single premium self employed pension with benefits expressed in terms of pension,Annuitant,50
Level term assurance policy,Solicitor,50
Single premium joint life endowment policy with profits,Assignee,50
Without profit single premium AVC with lump sum available,Annuitant,49
Single life midas bond policy,Absolute Assignee,49
Capital Investment Bond v4,Beneficiary,49
Group stakeholder pension regular premium,Life Assured,48
Group stakeholder pension regular premium,Policy Holder,48
Lifetime Account - Investment,Beneficiary,47
Joint life midas bond policy,Absolute Assignee,47
NULL,Power of Attorney,47
Family Income Benefit,Policy Holder,46
Flexible Savings Plan Single Premium,Beneficiary,46
Low Cost Endowment with Waiver,Life Assured,46
Low Cost Endowment with Waiver,Policy Holder,46
Select With Profit single premium bond,Beneficiary,46
Joint life low start low cost endowment,IFA,46
Family Income Benefit,Life Assured,46
Family man policy without profits,Payer,45
"Joint life, single premium whole life policy without profits",Payer,45
Single life low start low cost endowment,Associated With,45
Whole of Life + CIC,Life Assured,44
Single life endowment policy without profits,IFA,44
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Solicitor,44
Family man policy without profits,Life Assured,44
"Joint life, low cost endowment with income benefits",Life Assured,44
Individual Pension Plan,Absolute Assignee,44
Family man policy without profits,Policy Holder,44
Single life regular premium retirement policy with profits,Payer,43
With profit regular premium self employed pension with benefits expressed in terms of pension,Policy Holder,43
Select FSAVC - Single Premium,Policy Holder,43
Select FSAVC - Single Premium,Life Assured,43
Level Term Assurance NP,Assignee,43
Lifetime Account Plus - Life Cover,Assignee,42
Group Scheme Level Benefit,Life Assured,42
FSAVC Term,Life Assured,42
Wesleyan GPP Leavers,Policy Holder,42
FSAVC Term,Policy Holder,42
Single life regular premium retirement policy with profits,Policy Holder,42
Without profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Annuitant,42
Guarantee Risk Premium - Fund 3,Life Assured,42
Wesleyan GPP Leavers,Life Assured,42
Single life regular premium retirement policy with profits,Life Assured,42
Personal Pension Plan (Execution Only),Life Assured,41
Wesleyan UK & International ISA Portfolio,Annuitant,41
Single life single premium deferred annuity policy,Annuitant,41
Single premium joint life mortgage protection without profits,Payer,41
Single premium joint life mortgage protection without profits,Policy Holder,41
Personal Pension Plan (Execution Only),Policy Holder,41
Lifetime Account - Life Cover,Assignee,41
Single life mortgage protection policy without profits,Associated With,40
Lifetime Account Plus - CIC,Absolute Assignee,40
Level Term Assurance NP,Authorised Representative,40
Wesleyan Capital Investment Bond,Assignee,40
Guaranteed income bond 100%,Assignee,39
Select Investment Bond,Trustee - Wesleyan (Flexible),39
Capital Investment Bond v4,Trustee - Wesleyan (Loan),39
Capital Investment Bond V3,Trustee - Wesleyan (Discounted Gift),39
Single life lifetime account policy with indexation option,Trustee,39
Joint life lifetime account policy without indexation option,Solicitor,39
Retirement account ( add. Contributions) with indexation option included,Bankruptcy Order,39
Joint life endowment policy with profits,Claimant,39
Wesleyan UK Balanced ISA Portfolio,Assignee,39
Flexible Savings Plan (Adviser),Policy Holder,39
Lifetime Account - Life Cover,Beneficiary,38
"Single premium, single life whole life without profits",Claimant,38
Flexible Savings Plan (Adviser),Life Assured,38
SEP Temporary Assurance,Authorised Representative,38
Single life low start low cost endowment,Assignee,37
Capital Investment Bond v8,Trustee - Wesleyan (Discounted Gift),37
Renewable Term,Policy Holder,36
Medical Select Bond,Beneficiary,36
Stakeholder Pension Regular,Beneficiary,36
Without profit single premium AVC with lump sum available,Policy Holder,36
Guarantee Risk Premium - Fund 3,Policy Holder,36
Wesleyan Global Growth ISA Portfolio,Policy Holder,36
MSS S/holder Group,Policy Holder,35
Personal Pension Plan v8 (Direct Subsequent),Policy Holder,35
Single life lifetime account policy without indexation option,Solicitor,35
Capital Investment Bond v4,Trustee - Wesleyan (Discounted Gift),35
Medical Sickness GPP,Beneficiary,35
Whole Life Non Profit,Authorised Representative,35
MSS S/holder Group,Life Assured,35
Renewable Term,Life Assured,35
Single premium joint life endowment policy without profits,IFA,35
Group FSAVC transfer in (Britannia),Policy Holder,35
Retirement account ( add. Contributions) with indexation option included,Accountant,35
Group FSAVC transfer in (Britannia),Life Assured,35
Personal Pension Plan v8 (Direct Subsequent),Life Assured,35
Back to Back,Policy Holder,34
Select WP Bond,Trustee,34
Retirement account ( protected rights),Bankruptcy Order,34
Capital Investment Bond v5,Absolute Assignee,34
Contracting Out,Policy Holder,34
Single life lifetime account policy without indexation option,Trustee,33
Guaranteed Growth Bond,Assignee,33
Lifetime Account Plus - Combined,Assignee,33
Whole Life With Profits,Authorised Representative,33
Contracting Out,Life Assured,33
Standalone PTD,Life Assured,33
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,IFA,33
Joint life lifetime account policy with indexation option,Assignee,33
Guaranteed income bond 90%,Assignee,32
PHI Extension Policy,Life Assured,32
Select With Profit single premium bond,Trustee,32
Single life low start low cost endowment,Solicitor,32
Income Drawdown,Policy Holder,32
Standalone PTD,Policy Holder,32
Trustee Investment Plan (Adviser),Policy Holder,32
Trustee Investment Plan (Adviser),Life Assured,32
Standalone PTD,Payer,32
PHI Extension Policy,Policy Holder,32
Personal Accident Household,Policy Holder,31
With profit regular premium AVC with lump sum available,Life Assured,31
Single life equity endowment policy with profits,Associated With,31
Single life lifetime account policy with indexation option,Beneficiary,31
Income Drawdown,Life Assured,30
Whole Life Limited Premiums Last Survivor,Policy Holder,30
Guaranteed Income Bond (90%),Power of Attorney,30
Whole Life Limited Premiums Last Survivor,Life Assured,30
Whole Life Non Profit,Assignee,30
Guaranteed Income Bond (100%),Assignee,29
Lifetime Account Plus - CIC,Beneficiary,29
Midas Bond,Power of Attorney,29
Capital Investment Bond V3,Trustee - Wesleyan (Loan),29
With profit regular premium AVC with lump sum available,Payer,29
Joint life midas bond policy,Solicitor,29
Back to Back,Life Assured,29
Select WP Bond,Beneficiary,29
"Single premium, single life whole life policy with profits or a paid-up policy",Associated With,29
Standalone CIC,Associated With,29
"Single premium, single life whole life without profits",Associated With,28
Single life lifetime account policy with indexation option,Absolute Assignee,28
Capital Investment Bond v4,Absolute Assignee,28
Portfolio - UK and International - Mini ISA,Policy Holder,28
"Joint life, low cost endowment",Bankruptcy Order,28
Group stakeholder pension regular premium,Beneficiary,28
Term Assurance,Power of Attorney,27
Single life endowment policy with profits,Power of Attorney,27
Capital Investment Bond V3,Absolute Assignee,27
Critical Illness Policy,Associated With,27
AVC single premium,Beneficiary,27
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Claimant,27
Retirement Bonus Account,Beneficiary,26
Lifetime Plus,Beneficiary,26
"Single life, whole life policy without profits",Assignee,26
Stocks and Shares ISA (Execution Only),Policy Holder,26
Commercial Vehicle,Policy Holder,26
Capital Invest. Bond,Shared Assignee,26
Aff Stakeholder PP,Beneficiary,26
Pension level term assurance policy,Assignee,26
Stocks and Shares ISA (Execution Only),Life Assured,26
Joint life equity endowment policy with profits,Life Assured,26
"Single life, whole life limited premiums policy, with profits",Life Assured,25
Single life endowment policy without profits,Claimant,25
Whole of Life + CIC,Policy Holder,25
"Joint life, low cost endowment with income benefits",Payer,25
"Joint life, low cost endowment with income benefits",Policy Holder,25
Whole of Life + CIC,Payer,25
"Single life, whole life limited premiums policy, with profits",Payer,25
"Single life, whole life limited premiums policy, with profits",Policy Holder,25
Joint life midas bond policy,Claimant,25
Level term assurance policy,IFA,25
Single premium pensionbuilder for self employed or employees not in an occupational pension scheme,Associated With,24
Long Term Care Plan,Policy Holder,24
Without profit single premium AVC with lump sum available,Payer,24
Capital Invest. Bond,Trustee - External,24
Without profit single premium AVC with lump sum available,Life Assured,24
Individual Pension Arrangement with Life,Life Assured,24
Long Term Care Plan,Life Assured,24
Whole Life and Family Income,Life Assured,23
Retirement account (FSAVC) without indexation option,Absolute Assignee,23
Lifetime Account Plus - Combined,Absolute Assignee,23
Standalone PTD,Reassurer,23
Individual Pension Arrangement with Life,Policy Holder,23
Whole Life and Family Income,Policy Holder,23
"Single life, whole life policy without profits",Reassurer,23
MSS Capital Investment Bond,Beneficiary,23
Personal Pension Plan v8 (Execution Only),Beneficiary,23
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,Associated With,22
Retirement account ( add. Contributions) without indexation option,Accountant,22
Joint life lifetime account policy with indexation option,Trustee,22
Capital Investment Bond v8,Trustee - External,22
With profit single premium self employed pension with benefits expressed in terms of pension,Policy Holder,22
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Solicitor,22
Whole Life Non Profit,Absolute Assignee,22
Joint life lifetime account policy without indexation option,Assignee,21
SEP Temporary Assurance,Assignee,21
Retirement account ( add. Contributions) without indexation option,Bankruptcy Order,21
Renew. Convert. Term,Life Assured,21
Flexible Savings Plan Single Premium,Trustee,21
Pension level term assurance policy,Solicitor,21
Renew. Convert. Term,Policy Holder,21
Guaranteed income bond 90%,Accountant,21
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Bankruptcy Order,21
Staff Group AVC,Absolute Assignee,20
"Single premium, single life endowment with profits or paid-up policy",Accountant,20
